Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
6226,Ted,Williamson,598,Germany,Male,32,9,123938.6,2,Yes,No,198894,0
6227,Stella,Mountgarrett,762,Germany,Male,46,6,123571.77,3,No,Yes,57014,1
6228,Arthur,Wreford,588,France,Female,34,3,120777.88,1,Yes,Yes,131730,0
6229,Lucia,Paterson,663,Germany,Male,42,5,90248.79,1,Yes,Yes,79170,0
6230,Robert,Hou,777,France,Male,36,7,,1,Yes,No,106472,0
6231,Victoria,Smith,592,France,Male,71,4,,2,No,Yes,17014,0
6232,Adison,Peng,631,Germany,Male,48,1,106396.48,1,Yes,Yes,150661,1
6233,Alissa,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,No,No,86623,1
6234,Cherry,Bolton,850,France,Male,34,2,72079.71,1,Yes,Yes,115768,0
6235,Adele,Corrie,540,France,Male,37,6,,2,Yes,No,141999,0
6236,Vanessa,Boyle,674,Spain,Male,36,2,,2,Yes,Yes,182787,0
6237,Leonardo,Lambie,553,France,Male,38,3,99844.68,1,No,No,187916,0
6238,Daryl,Cartwright,630,France,Female,28,1,,2,Yes,Yes,133268,0
6239,Fiona,Lu,466,France,Male,26,3,156815.71,1,Yes,Yes,137476,0
6240,Melissa,Pisano,613,France,Male,47,6,146034.74,1,Yes,Yes,77146,0
6241,Kellan,Chukwubuikem,558,France,Male,27,1,152283.39,1,Yes,No,183271,0
6242,Carl,Harper,775,Germany,Female,33,1,118897.1,2,Yes,Yes,26362,0
6243,Kate,Wilson,698,Germany,Male,52,8,96781.39,1,Yes,Yes,153374,0
6244,Chelsea,Ch'in,608,Germany,Male,33,1,102772.67,2,Yes,No,70706,0
6245,Carlos,Streeton,670,Spain,Female,20,4,,2,Yes,No,119759,0
6246,Michelle,Ch'ang,591,Spain,Male,39,8,,2,No,No,42392,0
6247,Dale,Pennington,633,France,Male,40,4,150578,1,No,Yes,34671,1
6248,Arianna,T'ien,678,France,Female,46,1,,2,No,No,82106,0
6249,Jasmine,Liu,590,France,Male,47,3,,2,Yes,No,171775,0
6250,Dexter,Cunningham,705,France,Female,48,0,,2,No,No,149773,0
6251,Carl,Ch'in,608,France,Male,42,10,163548.07,1,Yes,No,38867,0
6252,Adrian,Smith,682,France,Female,37,8,148580.12,1,Yes,No,35179,0
6253,Aida,Anderson,596,Germany,Male,32,3,96709.07,2,No,No,41788,0
6254,Anna,Forbes,395,Germany,Female,34,5,106011.59,1,Yes,Yes,17377,1
6255,Heather,Ansell,578,Germany,Male,37,1,135650.88,1,Yes,No,199428,0
6256,Ted,Chiu,547,Germany,Male,55,4,111362.76,3,Yes,No,16922,1
6257,Dexter,Yevdokimova,609,France,Male,37,1,39344.83,1,Yes,Yes,178292,1
6258,Carl,Chamberlin,774,Germany,Male,36,9,130809.77,1,Yes,No,152290,0
6259,Adrian,Johnston,712,France,Female,27,2,133009.51,1,Yes,No,126809,0
6260,Aida,McDonald,585,Germany,Female,28,9,135337.49,2,Yes,Yes,40386,0
6261,Anna,Chen,666,France,Female,32,10,112536.57,2,Yes,Yes,34351,0
6262,Heather,Cattaneo,708,Spain,Female,35,8,122570.69,1,No,No,199006,0
6263,Ted,Barclay-Harvey,513,France,Male,44,1,63562.02,2,No,Yes,52630,1
6264,Stella,Dawson,445,France,Male,37,3,,2,Yes,Yes,180012,0
6265,Arthur,Costa,690,Germany,Male,44,9,100368.63,2,No,No,35342,0
6266,Lucia,Chikwado,850,France,Male,37,6,,2,Yes,No,109291,0
6267,Robert,Ch'eng,537,Spain,Female,33,7,136082,1,Yes,No,62747,0
6268,Victoria,Harrison,705,Germany,Male,48,9,114169.16,1,No,No,173273,1
6269,Adison,Crawford,670,France,Female,45,5,47884.92,1,Yes,Yes,54340,0
6270,Alissa,Gibson,652,Spain,Female,36,1,,2,Yes,Yes,19303,0
6271,Cherry,Martin,696,Spain,Male,24,9,,1,No,No,10884,0
6272,Adele,Stokes,747,France,Male,49,6,202904.64,1,Yes,Yes,17299,1
6273,Vanessa,Niu,511,France,Female,46,1,,1,Yes,Yes,115779,1
6274,Leonardo,Ampt,743,Spain,Male,43,2,161807.18,2,No,Yes,93229,1
6275,Daryl,Wynn,532,Germany,Male,52,3,110791.97,1,Yes,No,148705,1
6276,Fiona,Lawrence,642,Spain,Female,33,9,,2,Yes,Yes,150475,0
6277,Melissa,Wagner,554,Germany,Female,54,6,108755,1,Yes,No,40914,1
6278,Kellan,Argyle,604,Spain,Female,34,3,,2,Yes,No,38588,0
6279,Carl,Ofodile,602,France,Female,72,3,,2,Yes,Yes,171261,0
6280,Kate,Chiemenam,757,Spain,Female,55,9,117294.12,4,Yes,No,94187,1
6281,Chelsea,Akobundu,491,Germany,Male,26,4,102251.14,1,Yes,Yes,145901,0
6282,Carlos,Locke,850,France,Male,31,4,,2,No,No,152298,0
6283,Michelle,Bullen,521,France,Male,22,5,,2,Yes,Yes,99828,0
6284,Dale,Forster,726,France,Male,37,2,132057.92,2,Yes,No,34744,0
6285,Arianna,Smith,596,France,Male,33,8,,1,Yes,No,121189,1
6286,Jasmine,Craig,850,Germany,Female,35,7,114285.2,1,No,Yes,129661,0
6287,Dexter,Archer,637,France,Female,41,9,,2,Yes,No,145477,0
6288,Carl,McWilliams,690,Spain,Male,32,2,76087.98,1,No,Yes,151823,0
6289,Adrian,Moss,689,France,Male,40,8,160272.27,1,Yes,No,49656,0
6290,Aida,Townsend,633,Spain,Male,63,4,114552.6,1,Yes,No,73856,1
6291,Anna,Brown,555,France,Female,27,8,102000.17,1,Yes,Yes,116757,0
6292,Heather,Munson,563,Spain,Male,24,7,,2,No,No,16320,0
6293,Ted,T'ien,494,France,Female,33,1,137853,1,No,Yes,90274,0
6294,Stella,Shubin,534,France,Male,27,9,,2,Yes,No,161344,0
6295,Arthur,Isayeva,696,Germany,Male,42,7,162318.61,1,Yes,No,121062,0
6296,Lucia,Hung,535,Spain,Female,50,1,140292.58,3,No,No,69531,1
6297,Robert,Webb,600,France,Male,34,0,,2,No,Yes,3756,0
6298,Victoria,Scott,807,France,Female,34,1,,1,No,No,114448,0
6299,Adison,Rahman,714,France,Female,52,2,,1,No,Yes,144045,1
6300,Alissa,Lori,590,France,Male,24,7,126431.54,1,Yes,No,58781,0
6301,Cherry,Cooke,614,France,Female,41,3,123475.04,1,Yes,Yes,179228,0
6302,Adele,Volkova,766,Germany,Female,45,6,97652.96,1,Yes,No,127332,0
6303,Vanessa,Lamb,557,Spain,Male,42,4,,2,No,Yes,86642,0
6304,Leonardo,Hawes,788,Germany,Female,49,4,137455.99,1,Yes,No,184178,1
6305,Daryl,Smith,648,France,Female,38,2,,2,No,Yes,9551,0
6306,Fiona,Swanton,726,Germany,Female,33,7,99046.31,2,Yes,Yes,56053,0
6307,Melissa,Mitchell,773,France,Male,33,9,,2,Yes,Yes,1118,0
6308,Kellan,Colombo,583,Germany,Male,27,4,105907.42,2,Yes,Yes,195732,0
6309,Carl,Shaw,565,Germany,Male,52,5,97720.35,2,Yes,No,175071,1
6310,Kate,Shipp,705,France,Male,25,9,,2,No,Yes,112331,0
6311,Chelsea,Jonathan,685,Spain,Male,43,4,97392.18,2,Yes,No,43957,0
6312,Carlos,Hernandez,741,France,Male,29,8,,2,Yes,Yes,115995,0
6313,Michelle,Green,658,Germany,Female,28,9,152812.58,1,Yes,No,166683,0
6314,Dale,Young,575,France,Male,27,3,139301.68,1,Yes,No,99844,0
6315,Arianna,Han,844,France,Female,41,10,76319.64,1,Yes,Yes,141175,1
6316,Jasmine,Highland,559,Spain,Male,67,9,125919.35,1,Yes,No,175911,1
6317,Dexter,Hamilton,725,France,Male,37,6,124348.38,2,No,Yes,176984,0
6318,Carl,Yobanna,450,France,Male,29,7,117199.8,1,Yes,Yes,43481,0
6319,Adrian,Crawford,738,Germany,Female,57,9,148384.64,1,No,No,155047,1
6320,Aida,Beavers,642,Germany,Female,19,3,113905.48,1,Yes,Yes,176137,0
6321,Anna,Williamson,618,Spain,Male,32,5,133476.09,1,No,Yes,154843,0
6322,Heather,Beneventi,590,France,Male,47,0,117879.32,1,Yes,Yes,8214,0
6323,Ted,Chidumaga,735,France,Male,50,2,,2,No,Yes,147076,0
6324,Dexter,Mitchell,550,France,Male,34,8,122359.5,1,No,No,116496,0
6325,Carl,Chibugo,729,Spain,Female,28,0,,2,Yes,Yes,31165,1
6326,Adrian,Hyde,743,Germany,Male,59,5,108585.35,1,Yes,Yes,192127,1
6327,Aida,Alekseeva,555,France,Male,31,8,145875.74,1,Yes,No,137491,0
6328,Anna,Abdulov,667,Spain,Female,36,3,121542.57,2,Yes,Yes,186842,0
6329,Heather,Buckley,790,Spain,Female,41,7,109508.68,1,No,No,86776,0
6330,Ted,Howard,727,Germany,Male,34,2,146407.11,1,Yes,Yes,72074,0
6331,Stella,Peel,744,France,Female,39,6,,1,No,No,10663,0
6332,Arthur,Herz,629,Germany,Male,35,8,112330.83,1,Yes,Yes,91001,0
6333,Lucia,Holden,619,France,Female,35,4,90413.12,1,Yes,Yes,20555,0
6334,Robert,McLean,634,France,Male,34,8,105302.66,1,Yes,Yes,123165,0
6335,Victoria,Findlay,608,Spain,Female,35,6,,2,Yes,Yes,143463,0
6336,Adison,Wyatt,507,France,Female,35,1,,2,No,No,92132,0
6337,Alissa,Rapuluolisa,536,Germany,Female,35,4,121520.36,1,No,No,77178,0
6338,Cherry,Buckland,730,Spain,Female,43,1,103960.38,1,Yes,Yes,193650,0
6339,Adele,Hargreaves,583,Germany,Male,39,8,102945.01,1,No,No,52862,0
6340,Vanessa,Onyeoruru,644,France,Female,24,8,92760.55,1,Yes,No,35897,0
6341,Leonardo,Salas,790,Spain,Male,37,8,,2,Yes,Yes,149418,0
6342,Daryl,Laney,807,Germany,Female,40,1,134590.21,1,Yes,Yes,46254,0
6343,Fiona,Fu,581,France,Female,37,10,104255.03,1,Yes,No,86609,0
6344,Melissa,Tien,627,Spain,Female,55,6,,1,No,No,91944,1
6345,Kellan,Sazonova,850,France,Male,41,3,,2,Yes,No,128892,0
6346,Carl,Tuan,754,France,Female,35,4,,2,Yes,No,44831,0
6347,Kate,Wei,551,Germany,Male,50,1,121399.98,1,No,Yes,84508,1
6348,Chelsea,Bergamaschi,637,Germany,Male,35,8,147127.81,2,Yes,Yes,84761,0
6349,Carlos,Taylor,699,Spain,Male,31,8,125927.51,2,Yes,No,147661,0
6350,Michelle,Messersmith,542,France,Female,25,7,,2,No,Yes,82393,0
6351,Dale,Coles,640,Germany,Male,48,1,111599.32,1,No,Yes,135996,0
6352,Arianna,Brookes,553,France,Female,27,3,,2,No,No,159800,0
6353,Jasmine,Reid,741,France,Male,38,9,,2,Yes,No,14379,0
6354,Dexter,Etheridge,598,France,Male,35,8,114212.6,1,Yes,Yes,74323,0
6355,Carl,Jolly,660,Spain,Female,42,5,,3,Yes,Yes,189016,1
6356,Adrian,Chizoba,618,Spain,Male,41,4,115251.64,1,No,No,136436,0
6357,Aida,Eberegbulam,647,France,Male,43,9,,2,Yes,Yes,78488,0
6358,Anna,Pagnotto,491,France,Female,68,3,107571.61,1,No,Yes,113696,0
6359,Heather,Lucchesi,652,France,Female,32,2,,2,Yes,No,54628,0
6360,Ted,Hughes,650,Germany,Female,45,9,152367.21,3,Yes,No,150835,1
6361,Stella,Panicucci,413,Germany,Male,39,1,130969.77,2,Yes,Yes,158892,0
6362,Arthur,Burns,416,Germany,Female,25,0,97738.97,2,Yes,Yes,160523,0
6363,Lucia,Ricci,629,Spain,Male,34,8,,2,Yes,Yes,180595,0
6364,Robert,Lambert,678,Spain,Female,40,4,113794.22,1,Yes,No,16619,0
6365,Victoria,Esposito,527,Spain,Male,28,6,128396.33,2,Yes,No,79920,0
6366,Adison,Benson,743,Spain,Female,48,5,118207.69,2,No,No,186489,1
6367,Alissa,Botts,683,Germany,Male,73,9,124730.26,1,Yes,Yes,52000,0
6368,Cherry,Parkes,536,France,Female,41,9,,1,Yes,No,121299,0
6369,Adele,Mai,663,Spain,Male,52,0,136298.65,1,Yes,No,144593,1
6370,Vanessa,Castiglione,646,France,Female,38,2,,2,No,No,178753,0
6371,Leonardo,Manna,707,France,Male,35,2,,3,Yes,Yes,94148,0
6372,Daryl,Lin,602,France,Male,34,5,,2,Yes,Yes,77414,0
6373,Fiona,Fink,635,France,Female,47,2,125724.95,2,Yes,No,63237,0
6374,Melissa,Baresi,597,France,Male,67,2,,2,No,Yes,108646,0
6375,Kellan,Morehead,503,France,Male,38,1,,2,Yes,Yes,95153,0
6376,Carl,Afamefuna,524,Spain,Female,64,5,,1,Yes,No,136080,1
6377,Kate,Greco,700,France,Male,46,5,95872.86,1,Yes,No,98273,1
6378,Chelsea,Balashova,692,France,Male,33,9,,1,Yes,No,113506,1
6379,Carlos,Bogdanov,562,France,Male,37,2,,1,No,Yes,52525,1
6380,Michelle,Lowe,679,France,Male,37,7,74260.03,1,Yes,No,194618,0
6381,Dale,Ponce,603,Germany,Male,35,1,123407.69,1,Yes,No,152542,1
6382,Arianna,Trevisano,720,Spain,Male,33,3,123783.91,2,Yes,Yes,142903,0
6383,Jasmine,Gardner,797,France,Male,24,5,,2,Yes,No,182258,0
6384,Dexter,Lorenzo,594,France,Male,36,6,153880.15,1,No,No,135432,0
6385,Carl,Palmer,529,France,Female,31,7,,2,Yes,Yes,175698,0
6386,Adrian,Zuyeva,606,Germany,Female,32,1,106301.85,2,No,Yes,59061,0
6387,Aida,Jen,621,Spain,Female,40,7,,2,No,Yes,131284,1
6388,Anna,Alekseeva,513,France,Female,43,9,,2,Yes,No,152500,0
6389,Heather,Manfrin,753,Germany,Male,44,3,138076.47,1,Yes,No,15523,1
6390,Ted,Chiemenam,605,France,Female,30,9,135422.31,1,No,Yes,186419,0
6391,Dexter,Chiemenam,574,Spain,Female,37,7,,2,Yes,No,32262,0
6392,Carl,Clark,726,France,Female,38,5,126875.62,1,Yes,No,128052,0
6393,Adrian,Fanucci,611,Spain,Female,28,3,96381.68,2,Yes,No,181419,0
6394,Aida,Cattaneo,593,Germany,Female,41,4,119703.1,2,Yes,Yes,109783,0
6395,Anna,Udinesi,466,Germany,Male,41,2,152102.18,2,Yes,No,181880,0
6396,Heather,Bentley,741,Germany,Female,36,0,127675.39,2,Yes,No,74260,0
6397,Ted,Holmes,684,Germany,Female,44,2,133776.86,2,No,Yes,49865,0
6398,Stella,Austin,550,Spain,Female,33,9,72788.03,1,Yes,Yes,103608,0
6399,Arthur,Mackenzie,593,Spain,Male,26,9,76226.9,1,Yes,No,167565,0
6400,Lucia,Booth,601,Germany,Male,48,9,163630.76,1,No,Yes,41816,1
6401,Robert,Collier,676,Spain,Female,30,5,,2,No,No,179067,0
6402,Victoria,Hs?,556,France,Female,46,10,,2,No,No,109184,0
6403,Adison,Oluchukwu,719,France,Male,36,3,155423.17,1,Yes,Yes,199841,0
6404,Alissa,Sung,850,Germany,Male,55,0,98710.89,1,Yes,Yes,83617,1
6405,Cherry,Marino,649,Spain,Female,49,2,,1,Yes,No,84864,1
6406,Adele,Vinogradov,509,Spain,Male,41,7,126683.8,1,No,Yes,114776,0
6407,Vanessa,Burns,684,France,Male,33,4,140700.61,1,Yes,No,103558,0
6408,Leonardo,Fanucci,806,Germany,Male,30,8,168078.83,1,Yes,No,85028,1
6409,Daryl,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,Yes,No,153065,0
6410,Fiona,Flynn,683,France,Female,33,9,,2,Yes,Yes,38784,0
6411,Melissa,Chao,689,Spain,Female,63,1,,2,Yes,Yes,186526,0
6412,Kellan,Yeh,672,Germany,Female,21,1,35741.69,1,Yes,No,28790,0
6413,Carl,Klein,602,Germany,Female,53,5,98268.84,1,No,Yes,45038,1
6414,Kate,Mahmood,739,France,Female,20,4,133800.98,1,No,Yes,150246,0
6415,Chelsea,Tu,618,France,Female,21,2,125682.79,1,No,No,57762,0
6416,Carlos,Shcherbakov,674,France,Female,42,9,,2,Yes,No,4293,0
6417,Michelle,Zetticci,762,France,Male,26,6,130428.78,1,Yes,No,173366,0
6418,Dale,Carr,790,Spain,Male,37,6,,2,Yes,Yes,119484,0
6419,Arianna,Browne,754,Spain,Female,27,8,,2,No,No,121821,0
6420,Jasmine,Feng,729,France,Male,44,6,,2,Yes,No,151733,0
6421,Dexter,Ferguson,606,Germany,Female,47,0,137138.2,2,No,Yes,53784,0
6422,Carl,Shaw,616,France,Male,23,8,73112.95,1,Yes,Yes,62733,0
6423,Adrian,Palermo,772,France,Male,47,9,152347.01,1,No,Yes,17672,0
6424,Aida,Moore,652,Spain,Male,41,8,115144.68,1,Yes,No,188905,0
6425,Anna,Huang,743,France,Male,43,5,,2,No,No,113079,1
6426,Heather,Gray,793,France,Male,39,3,137817.52,1,No,No,83998,0
6427,Ted,Sokolova,743,Spain,Male,45,7,157332.26,1,Yes,No,125424,0
6428,Stella,Henderson,746,France,Male,37,2,,2,Yes,No,143194,0
6429,Arthur,Mosley,627,Germany,Female,39,5,124586.93,1,Yes,No,93133,1
6430,Lucia,Nnaemeka,713,Spain,Male,38,6,116980.78,2,No,Yes,76038,0
6431,Robert,Everett,678,Spain,Female,40,3,128398.38,1,Yes,No,168658,0
6432,Victoria,Goddard,540,Spain,Male,39,1,,1,No,Yes,108419,0
6433,Adison,Kuo,615,Germany,Female,33,3,137657.25,2,Yes,Yes,171658,0
6434,Alissa,Bianchi,415,Spain,Male,53,5,167259.44,1,Yes,Yes,22357,0
6435,Cherry,Rouse,628,France,Female,45,8,,2,Yes,No,193903,0
6436,Adele,Nwoye,700,France,Male,26,4,119009.57,1,Yes,No,141926,0
6437,Vanessa,Greco,623,Germany,Male,33,2,80002.33,1,Yes,Yes,104080,0
6438,Leonardo,Fang,623,France,Female,37,4,140211.88,1,Yes,Yes,93832,0
6439,Daryl,Chiemenam,679,France,Female,44,3,118742.74,2,Yes,No,1569,0
6440,Fiona,Artemiev,632,Spain,Male,37,1,138207.08,1,Yes,No,60778,1
6441,Melissa,Burrows,790,France,Female,47,10,148636.21,1,No,Yes,16120,1
6442,Kellan,Chizuoke,514,France,Male,45,1,178827.79,1,Yes,No,60375,0
6443,Carl,T'ien,491,France,Male,33,5,83134.3,1,Yes,No,187947,0
6444,Kate,Rogova,753,France,Male,92,3,121513.31,1,No,Yes,195564,0
6445,Chelsea,Trevisano,693,Germany,Female,37,6,95900.04,1,Yes,Yes,38196,0
6446,Carlos,Sagese,679,France,Female,30,1,112543.42,1,Yes,Yes,179435,0
6447,Michelle,Artyomova,529,Spain,Male,34,9,,1,Yes,Yes,93208,0
6448,Dale,Long,619,Spain,Female,31,3,141751.82,1,No,Yes,61532,0
6449,Arianna,Hsueh,680,Spain,Female,37,6,124140.57,2,Yes,No,92826,0
6450,Jasmine,White,693,Germany,Male,45,2,116546.59,2,No,No,23140,1
6451,Dexter,Lazarev,834,France,Female,28,6,,1,Yes,No,74288,0
6452,Carl,Benjamin,636,Spain,Female,29,6,157576.47,2,Yes,Yes,101102,0
6453,Adrian,Wan,538,Spain,Male,43,5,,2,Yes,No,126934,0
6454,Aida,Romano,566,Germany,Female,44,5,141428.99,2,No,No,68409,0
6455,Anna,Craig,597,Spain,Male,35,0,127510.99,1,Yes,Yes,155356,0
6456,Heather,Yermolayeva,711,France,Female,29,9,,2,No,Yes,3235,0
6457,Ted,Tseng,606,France,Male,31,10,,2,Yes,No,195209,0
6458,Dexter,Tseng,615,Spain,Male,51,6,81818.49,1,Yes,Yes,169149,0
6459,Carl,Le Hunte,589,France,Male,36,1,100895.54,1,Yes,Yes,68075,0
6460,Adrian,Blake,606,Germany,Male,45,5,63832.43,1,Yes,Yes,93708,0
6461,Aida,Lane,582,France,Male,29,4,,2,No,No,156153,0
6462,Anna,Sparks,710,France,Female,36,4,116085.06,1,Yes,No,58602,0
6463,Heather,Tu,467,France,Male,57,1,,2,Yes,Yes,114449,0
6464,Ted,Tochukwu,749,France,Male,30,1,,2,No,Yes,126552,0
6465,Stella,Whittaker,564,Germany,Female,33,2,115761.51,1,No,Yes,112350,1
6466,Arthur,Wang,730,Spain,Male,26,6,,2,Yes,Yes,185809,0
6467,Lucia,Northern,678,Germany,Male,32,4,139626.01,1,Yes,Yes,118236,1
6468,Robert,Humphries,540,France,Female,31,7,,1,No,Yes,183052,1
6469,Victoria,Cremonesi,767,France,Female,35,6,115576.44,1,No,Yes,27922,0
6470,Adison,Ku,615,France,Female,23,4,,2,Yes,No,196476,0
6471,Alissa,Tobenna,583,Germany,Female,41,5,77647.6,1,Yes,No,190430,0
6472,Cherry,Okwuadigbo,850,France,Female,40,5,,2,Yes,No,35034,0
6473,Adele,Johnston,651,Germany,Female,34,10,148962.46,1,Yes,No,66389,1
6474,Vanessa,Li,798,France,Male,22,8,,2,Yes,No,107615,0
6475,Leonardo,Talbot,695,France,Male,37,2,,2,Yes,Yes,99693,0
6476,Daryl,Tu,497,Germany,Male,41,5,80542.81,1,No,No,88729,1
6477,Fiona,T'ien,739,France,Male,40,4,,2,No,No,173322,0
6478,Melissa,Ross,549,France,Female,34,4,,2,No,No,139464,0
6479,Kellan,Maclean,850,France,Male,35,9,102050.47,1,Yes,Yes,3770,0
6480,Carl,Wan,648,Spain,Male,49,5,,1,Yes,No,149946,1
6481,Kate,Tsou,679,France,Female,24,6,114948.76,2,No,Yes,135768,0
6482,Chelsea,Jack,606,Germany,Male,39,8,136000.45,2,Yes,No,31709,0
6483,Carlos,Lucchesi,850,France,Male,32,4,156001.68,2,Yes,Yes,151677,0
6484,Michelle,Ch'eng,619,Germany,Male,41,3,147974.16,2,Yes,No,170519,0
6485,Dale,Saunders,719,Spain,Male,44,2,,2,Yes,No,196582,0
6486,Arianna,Glover,640,Germany,Male,26,5,90402.77,1,Yes,Yes,3299,0
6487,Jasmine,Tung,710,France,Male,40,5,,2,No,No,162879,0
6488,Dexter,Padovano,580,France,Male,31,2,,2,No,Yes,64014,0
6489,Carl,Johnstone,550,France,Male,44,9,,2,Yes,No,26257,0
6490,Adrian,Endrizzi,841,France,Female,31,3,162701.65,2,Yes,Yes,126795,0
6491,Aida,Secombe,760,France,Male,34,2,,2,Yes,No,164162,0
6492,Anna,Elewechi,687,France,Female,30,6,,2,No,No,179207,0
6493,Heather,Chu,753,Germany,Female,35,5,82453.96,2,No,No,18255,0
6494,Ted,Lucciano,661,France,Male,35,9,100107.99,1,Yes,No,83950,0
6495,Stella,Pinto,699,France,Male,28,7,,2,Yes,Yes,22685,0
6496,Arthur,McGregor,617,Germany,Female,39,5,83348.89,3,Yes,No,7954,1
6497,Lucia,Ugorji,595,Germany,Female,44,4,96553.52,2,Yes,No,143952,1
6498,Robert,Bancks,669,France,Male,50,9,201009.64,1,Yes,No,158033,1
6499,Victoria,Warlow-Davies,613,France,Female,27,5,125167.74,1,Yes,No,199105,0
6500,Adison,Dale,782,France,Male,32,9,,1,Yes,Yes,87567,0
6501,Alissa,Buckley,582,France,Female,43,5,153313.67,1,No,No,170564,0
6502,Cherry,Nkemjika,679,France,Male,30,9,,2,Yes,No,157872,0
6503,Adele,Fairley,611,France,Female,40,2,125879.29,1,Yes,No,93203,0
6504,Vanessa,Boothby,455,Germany,Female,37,6,170057.62,1,No,Yes,54399,0
6505,Leonardo,Chukwuhaenye,621,France,Male,32,1,,2,Yes,Yes,168779,0
6506,Daryl,Lock,596,Germany,Male,48,2,131326.47,1,No,No,1140,1
6507,Fiona,Clarke,585,Spain,Female,56,1,128472.8,1,Yes,No,186477,1
6508,Melissa,Ramsey,742,France,Male,32,6,160485.16,1,Yes,No,29023,0
6509,Kellan,Eipper,850,Germany,Male,42,6,84445.68,3,No,Yes,60021,1
6510,Carl,Ko,738,Germany,Female,40,1,115409.18,2,No,No,180457,0
6511,Kate,Munro,619,Spain,Male,46,8,62400.48,1,Yes,Yes,132498,1
6512,Chelsea,McGregor,628,France,Female,50,4,143054.56,1,No,Yes,109609,1
6513,Carlos,Henderson,487,France,Male,24,7,133628.09,2,Yes,Yes,98570,0
6514,Michelle,Fernandez,513,Spain,Female,41,9,107135.04,2,Yes,Yes,160547,0
6515,Dale,Porter,563,Spain,Male,26,7,,2,No,No,6140,0
6516,Arianna,Pan,803,France,Female,65,2,151659.52,2,No,Yes,6930,0
6517,Jasmine,Esposito,607,Spain,Female,32,7,,3,No,Yes,10675,0
6518,Dexter,Kaeppel,628,Germany,Female,51,9,155903.82,2,Yes,Yes,71160,0
6519,Carl,Lamb,521,Spain,Female,49,4,82940.25,2,No,No,62413,1
6520,Adrian,Lei,669,Germany,Female,50,4,112650.89,1,No,No,166386,1
6521,Aida,Conti,686,France,Female,41,10,,1,Yes,No,133086,0
6522,Anna,Hargreaves,700,Germany,Male,35,4,95853.39,2,Yes,No,192933,0
6523,Heather,Yermolayev,663,France,Female,42,1,82228.67,2,Yes,No,71360,0
6524,Ted,Kerr,671,Spain,Female,31,4,,2,No,Yes,79270,0
6525,Dexter,Waters,651,Germany,Female,35,1,163700.78,3,Yes,Yes,29583,1
6526,Carl,Onyeorulu,728,France,Male,34,4,106328.08,1,Yes,No,88681,0
6527,Adrian,Kolesnikova,574,France,Female,34,7,152992.91,1,Yes,Yes,134691,0
6528,Aida,Kazakova,464,France,Male,38,3,116439.65,1,Yes,No,75574,0
6529,Anna,MacDonald,604,Spain,Male,27,9,101352.78,1,No,No,30252,0
6530,Heather,Sharwood,836,Spain,Female,37,10,,2,Yes,No,111324,0
6531,Ted,Bufkin,511,Germany,Female,75,9,105609.17,1,No,Yes,105425,0
6532,Stella,Nwankwo,518,France,Female,45,8,,2,Yes,Yes,36193,0
6533,Arthur,Boniwell,756,France,Male,67,4,,3,Yes,Yes,93082,0
6534,Lucia,Willis,489,France,Female,47,8,103894.38,2,Yes,Yes,107625,0
6535,Robert,Burns,622,Spain,Male,27,9,139834.93,1,Yes,Yes,152734,0
6536,Victoria,Kung,652,France,Female,36,6,112518.71,2,No,Yes,110421,0
6537,Adison,Howells,625,France,Female,37,7,115895.42,1,Yes,No,48486,0
6538,Alissa,Bevan,521,Spain,Female,39,3,146408.68,1,No,No,72994,0
6539,Cherry,Neitenstein,546,France,Male,34,4,165363.31,2,Yes,Yes,25744,1
6540,Adele,Johnson,697,France,Female,45,1,,2,Yes,No,46808,1
6541,Vanessa,Sandover,571,Germany,Male,33,3,71843.15,1,Yes,No,26772,0
6542,Leonardo,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,Yes,Yes,150057,0
6543,Daryl,Sinclair,591,France,Male,35,7,183027.25,1,Yes,Yes,56029,0
6544,Fiona,Wei,814,Germany,Male,29,1,131968.57,2,Yes,Yes,147694,0
6545,Melissa,Higgins,709,France,Female,45,3,104118.5,1,No,Yes,174032,0
6546,Kellan,Chang,433,Spain,Male,27,2,,2,Yes,Yes,153699,0
6547,Carl,Henderson,781,France,Male,20,0,125023.1,2,Yes,Yes,108301,0
6548,Kate,Cox,656,France,Female,30,4,74323.2,1,Yes,Yes,22929,0
6549,Chelsea,Tsui,683,France,Male,38,7,109346.13,2,Yes,No,102666,0
6550,Carlos,Lee,620,France,Male,32,6,,2,Yes,No,56139,0
6551,Michelle,Sergeyeva,637,Germany,Female,39,3,109698.41,1,Yes,Yes,88391,1
6552,Dale,Napolitani,525,Spain,Female,30,5,,2,No,Yes,149195,0
6553,Arianna,Beatham,793,Germany,Female,34,5,127758.09,1,Yes,No,143357,0
6554,Jasmine,Lu,638,Germany,Male,50,1,102645.48,1,Yes,No,168360,1
6555,Dexter,Yashina,520,France,Male,31,4,93249.4,1,Yes,No,77336,0
6556,Carl,Bales,641,France,Male,35,5,,2,Yes,No,93149,0
6557,Adrian,Hill,840,Germany,Female,51,1,87779.83,1,No,Yes,36687,1
